試合ID,日付,ラウンド,プール,イニング,攻撃チーム,守備チーム,投手ID,投手,打者ID,打者,投球番号,球種,判定,ストライク,ボール,球速（km/h）,ストライク判定,スイング,コンタクト,結果グループ
788120,2026-03-05,Pool C,C,6,Chinese Taipei,Australia,672552,Jack O'Loughlin,808992,Chen-Wei Chen,5,スイーパー,インプレー,2,1,131.0,1,1,1,インプレー
788120,2026-03-05,Pool C,C,6,Chinese Taipei,Australia,672552,Jack O'Loughlin,656413,Stuart Fairchild,1,直球,ボール,0,1,149.3,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Chinese Taipei,Australia,672552,Jack O'Loughlin,656413,Stuart Fairchild,2,チェンジアップ,ストライク（見逃し）,1,1,136.6,1,0,0,ストライク
788120,2026-03-05,Pool C,C,6,Chinese Taipei,Australia,672552,Jack O'Loughlin,656413,Stuart Fairchild,3,チェンジアップ,ボール,1,2,138.2,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Chinese Taipei,Australia,672552,Jack O'Loughlin,656413,Stuart Fairchild,4,スライダー,ファール,2,2,139.5,1,1,1,ファール
788120,2026-03-05,Pool C,C,6,Chinese Taipei,Australia,672552,Jack O'Loughlin,656413,Stuart Fairchild,5,チェンジアップ,ボール,2,3,138.9,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Chinese Taipei,Australia,672552,Jack O'Loughlin,656413,Stuart Fairchild,6,直球,ストライク（空振り）,3,3,151.0,1,1,0,ストライク
788120,2026-03-05,Pool C,C,6,Chinese Taipei,Australia,672552,Jack O'Loughlin,838360,An-Ko Lin,1,直球,ボール,0,1,151.6,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Chinese Taipei,Australia,672552,Jack O'Loughlin,838360,An-Ko Lin,2,スライダー,死球,0,1,141.9,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Chinese Taipei,Australia,672552,Jack O'Loughlin,808993,Chieh-Hsien Chen,1,スライダー,ストライク（見逃し）,1,0,139.2,1,0,0,ストライク
788120,2026-03-05,Pool C,C,6,Chinese Taipei,Australia,672552,Jack O'Loughlin,808993,Chieh-Hsien Chen,2,スイーパー,ファール,2,0,131.2,1,1,1,ファール
788120,2026-03-05,Pool C,C,6,Chinese Taipei,Australia,672552,Jack O'Loughlin,808993,Chieh-Hsien Chen,3,直球,ヒットバイピッチ,2,1,150.6,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Chinese Taipei,Australia,672552,Jack O'Loughlin,644374,Yu Chang,1,チェンジアップ,ボール（自動）,0,1,137.0,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Chinese Taipei,Australia,672552,Jack O'Loughlin,644374,Yu Chang,2,チェンジアップ,ストライク（空振り）,1,1,138.2,1,1,0,ストライク
788120,2026-03-05,Pool C,C,6,Chinese Taipei,Australia,672552,Jack O'Loughlin,644374,Yu Chang,3,チェンジアップ,ストライク（空振り）,2,1,136.5,1,1,0,ストライク
788120,2026-03-05,Pool C,C,6,Chinese Taipei,Australia,672552,Jack O'Loughlin,644374,Yu Chang,4,直球,インプレー,2,1,147.4,1,1,1,インプレー
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,664334,Aaron Whitefield,1,直球,ストライク（見逃し）,1,0,153.4,1,0,0,ストライク
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,664334,Aaron Whitefield,2,直球,ボール,1,1,153.0,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,664334,Aaron Whitefield,3,フォーク,ストライク（空振り）,2,1,134.9,1,1,0,ストライク
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,664334,Aaron Whitefield,4,チェンジアップ,ボール,2,2,139.4,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,664334,Aaron Whitefield,5,直球,ボール,2,3,155.1,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,664334,Aaron Whitefield,6,チェンジアップ,ストライク（空振り）,3,3,136.6,1,1,0,ストライク
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,673064,Alex Hall,1,直球,ストライク（見逃し）,1,0,154.0,1,0,0,ストライク
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,673064,Alex Hall,2,直球,ストライク（空振り）,2,0,153.9,1,1,0,ストライク
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,673064,Alex Hall,3,直球,ボール,2,1,154.3,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,673064,Alex Hall,4,チェンジアップ,ボール,2,2,140.5,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,673064,Alex Hall,5,チェンジアップ,インプレー,2,2,135.8,1,1,1,インプレー
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,673062,Jarryd Dale,1,スライダー,ボール,0,1,134.4,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,673062,Jarryd Dale,2,直球,ボール,0,2,153.4,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,673062,Jarryd Dale,3,チェンジアップ,ストライク（見逃し）,1,2,136.6,1,0,0,ストライク
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,673062,Jarryd Dale,4,チェンジアップ,ストライク（空振り）,2,2,135.8,1,1,0,ストライク
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,673062,Jarryd Dale,5,直球,ボール,2,3,154.8,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,673062,Jarryd Dale,6,チェンジアップ,ファール,2,3,136.2,1,1,1,ファール
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,673062,Jarryd Dale,7,直球,ボール,2,4,153.9,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,678534,Rixon Wingrove,1,チェンジアップ,ボール,0,1,132.6,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,678534,Rixon Wingrove,2,チェンジアップ,ボール,0,2,132.9,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,678534,Rixon Wingrove,3,直球,死球,0,2,149.3,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,564434,Robbie Perkins,1,チェンジアップ,ボール,0,1,132.9,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,564434,Robbie Perkins,2,チェンジアップ,ストライク（空振り）,1,1,133.1,1,1,0,ストライク
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,564434,Robbie Perkins,3,チェンジアップ,ボール,1,2,132.8,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,564434,Robbie Perkins,4,直球,ボール,1,3,152.1,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,806844,Yi-Lei Sun,564434,Robbie Perkins,5,直球,ボール,1,4,150.5,0,0,0,ボール
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,838359,Yi Chang,678521,Chris Burke,1,直球,ストライク（見逃し）,1,0,146.0,1,0,0,ストライク
788120,2026-03-05,Pool C,C,6,Australia,Chinese Taipei,838359,Yi Chang,678521,Chris Burke,2,カットボール,インプレー,1,0,143.1,1,1,1,インプレー
788120,2026-03-05,Pool C,C,7,Chinese Taipei,Australia,626943,Jon Kennedy,809006,Nien-Ting Wu,1,スライダー,ボール,0,1,128.1,0,0,0,ボール
788120,2026-03-05,Pool C,C,7,Chinese Taipei,Australia,626943,Jon Kennedy,809006,Nien-Ting Wu,2,直球,ストライク（空振り）,1,1,140.0,1,1,0,ストライク
788120,2026-03-05,Pool C,C,7,Chinese Taipei,Australia,626943,Jon Kennedy,809006,Nien-Ting Wu,3,スライダー,インプレー,1,1,128.7,1,1,1,インプレー
788120,2026-03-05,Pool C,C,7,Chinese Taipei,Australia,626943,Jon Kennedy,808997,Kun-Yu Chiang,1,直球,ストライク（見逃し）,1,0,139.7,1,0,0,ストライク
788120,2026-03-05,Pool C,C,7,Chinese Taipei,Australia,626943,Jon Kennedy,808997,Kun-Yu Chiang,2,チェンジアップ,ボール,1,1,130.7,0,0,0,ボール
788120,2026-03-05,Pool C,C,7,Chinese Taipei,Australia,626943,Jon Kennedy,808997,Kun-Yu Chiang,3,チェンジアップ,ファール,2,1,130.2,1,1,1,ファール
788120,2026-03-05,Pool C,C,7,Chinese Taipei,Australia,626943,Jon Kennedy,808997,Kun-Yu Chiang,4,直球,インプレー,2,1,140.7,1,1,1,インプレー
788120,2026-03-05,Pool C,C,7,Chinese Taipei,Australia,626943,Jon Kennedy,624407,Tzu-Wei Lin,1,スライダー,ボール,0,1,128.3,0,0,0,ボール
788120,2026-03-05,Pool C,C,7,Chinese Taipei,Australia,626943,Jon Kennedy,624407,Tzu-Wei Lin,2,スライダー,ストライク（見逃し）,1,1,127.5,1,0,0,ストライク
788120,2026-03-05,Pool C,C,7,Chinese Taipei,Australia,626943,Jon Kennedy,624407,Tzu-Wei Lin,3,直球,インプレー,1,1,140.7,1,1,1,インプレー
788120,2026-03-05,Pool C,C,7,Australia,Chinese Taipei,838359,Yi Chang,470491,Tim Kennelly,1,直球,ファール,1,0,147.9,1,1,1,ファール
788120,2026-03-05,Pool C,C,7,Australia,Chinese Taipei,838359,Yi Chang,470491,Tim Kennelly,2,カットボール,インプレー,1,0,143.9,1,1,1,インプレー
788120,2026-03-05,Pool C,C,7,Australia,Chinese Taipei,838359,Yi Chang,683953,Travis Bazzana,1,直球,エラー（投球）,0,0,151.3,0,0,0,ボール
788120,2026-03-05,Pool C,C,7,Australia,Chinese Taipei,838359,Yi Chang,678554,Curtis Mead,1,カットボール,ボール,0,1,141.9,0,0,0,ボール
788120,2026-03-05,Pool C,C,7,Australia,Chinese Taipei,838359,Yi Chang,678554,Curtis Mead,2,カットボール,ファール,1,1,144.2,1,1,1,ファール
788120,2026-03-05,Pool C,C,7,Australia,Chinese Taipei,838359,Yi Chang,678554,Curtis Mead,3,カーブ,ファール,2,1,124.4,1,1,1,ファール
788120,2026-03-05,Pool C,C,7,Australia,Chinese Taipei,838359,Yi Chang,678554,Curtis Mead,4,チェンジアップ,ボール,2,2,137.8,0,0,0,ボール
788120,2026-03-05,Pool C,C,7,Australia,Chinese Taipei,838359,Yi Chang,678554,Curtis Mead,5,チェンジアップ,死球,2,2,134.9,0,0,0,ボール
788120,2026-03-05,Pool C,C,7,Australia,Chinese Taipei,838359,Yi Chang,664334,Aaron Whitefield,1,カットボール,ボール,0,1,142.1,0,0,0,ボール
788120,2026-03-05,Pool C,C,7,Australia,Chinese Taipei,838359,Yi Chang,664334,Aaron Whitefield,2,カットボール,ストライク（見逃し）,1,1,143.2,1,0,0,ストライク
788120,2026-03-05,Pool C,C,7,Australia,Chinese Taipei,838359,Yi Chang,664334,Aaron Whitefield,3,カットボール,インプレー,1,1,143.2,1,1,1,インプレー
788120,2026-03-05,Pool C,C,7,Australia,Chinese Taipei,838359,Yi Chang,673064,Alex Hall,1,カーブ,ボール,0,1,125.9,0,0,0,ボール
788120,2026-03-05,Pool C,C,7,Australia,Chinese Taipei,838359,Yi Chang,673064,Alex Hall,2,直球,ストライク（空振り）,1,1,149.3,1,1,0,ストライク
788120,2026-03-05,Pool C,C,7,Australia,Chinese Taipei,838359,Yi Chang,673064,Alex Hall,3,直球,ボール,1,2,147.4,0,0,0,ボール
788120,2026-03-05,Pool C,C,7,Australia,Chinese Taipei,838359,Yi Chang,673064,Alex Hall,4,直球,ボール,1,3,148.4,0,0,0,ボール
788120,2026-03-05,Pool C,C,7,Australia,Chinese Taipei,838359,Yi Chang,673064,Alex Hall,5,カットボール,ストライク（空振り）,2,3,142.7,1,1,0,ストライク
788120,2026-03-05,Pool C,C,7,Australia,Chinese Taipei,838359,Yi Chang,673064,Alex Hall,6,カットボール,ファール,2,3,142.9,1,1,1,ファール
788120,2026-03-05,Pool C,C,7,Australia,Chinese Taipei,838359,Yi Chang,673064,Alex Hall,7,直球,インプレー,2,3,149.7,1,1,1,インプレー
788120,2026-03-05,Pool C,C,8,Chinese Taipei,Australia,626943,Jon Kennedy,691907,Tsung-Che Cheng,1,スライダー,ストライク（空振り）,1,0,127.9,1,1,0,ストライク
788120,2026-03-05,Pool C,C,8,Chinese Taipei,Australia,626943,Jon Kennedy,691907,Tsung-Che Cheng,2,スライダー,ボール,1,1,129.2,0,0,0,ボール
788120,2026-03-05,Pool C,C,8,Chinese Taipei,Australia,626943,Jon Kennedy,691907,Tsung-Che Cheng,3,直球,インプレー,1,1,140.0,1,1,1,インプレー
788120,2026-03-05,Pool C,C,8,Chinese Taipei,Australia,626943,Jon Kennedy,808992,Chen-Wei Chen,1,スライダー,ファール,1,0,128.1,1,1,1,ファール
788120,2026-03-05,Pool C,C,8,Chinese Taipei,Australia,626943,Jon Kennedy,808992,Chen-Wei Chen,2,直球,ストライク（見逃し）,2,0,138.4,1,0,0,ストライク
788120,2026-03-05,Pool C,C,8,Chinese Taipei,Australia,626943,Jon Kennedy,808992,Chen-Wei Chen,3,スライダー,ストライク（空振り）,3,0,127.8,1,1,0,ストライク
788120,2026-03-05,Pool C,C,8,Chinese Taipei,Australia,626943,Jon Kennedy,656413,Stuart Fairchild,1,直球,ボール,0,1,140.8,0,0,0,ボール
788120,2026-03-05,Pool C,C,8,Chinese Taipei,Australia,626943,Jon Kennedy,656413,Stuart Fairchild,2,チェンジアップ,ストライク（見逃し）,1,1,129.6,1,0,0,ストライク
788120,2026-03-05,Pool C,C,8,Chinese Taipei,Australia,626943,Jon Kennedy,656413,Stuart Fairchild,3,チェンジアップ,ストライク（見逃し）,2,1,132.0,1,0,0,ストライク
788120,2026-03-05,Pool C,C,8,Chinese Taipei,Australia,626943,Jon Kennedy,656413,Stuart Fairchild,4,直球,ファール,2,1,141.3,1,1,1,ファール
788120,2026-03-05,Pool C,C,8,Chinese Taipei,Australia,626943,Jon Kennedy,656413,Stuart Fairchild,5,スライダー,ボール,2,2,128.7,0,0,0,ボール
788120,2026-03-05,Pool C,C,8,Chinese Taipei,Australia,626943,Jon Kennedy,656413,Stuart Fairchild,6,チェンジアップ,ファール,2,2,131.5,1,1,1,ファール
788120,2026-03-05,Pool C,C,8,Chinese Taipei,Australia,626943,Jon Kennedy,656413,Stuart Fairchild,7,直球,ボール,2,3,139.9,0,0,0,ボール
788120,2026-03-05,Pool C,C,8,Chinese Taipei,Australia,626943,Jon Kennedy,656413,Stuart Fairchild,8,チェンジアップ,ボール,2,4,131.3,0,0,0,ボール
788120,2026-03-05,Pool C,C,8,Chinese Taipei,Australia,626943,Jon Kennedy,838360,An-Ko Lin,1,スライダー,ストライク（見逃し）,1,0,128.6,1,0,0,ストライク
788120,2026-03-05,Pool C,C,8,Chinese Taipei,Australia,626943,Jon Kennedy,838360,An-Ko Lin,2,スライダー,インプレー,1,0,131.6,1,1,1,インプレー
788120,2026-03-05,Pool C,C,8,Australia,Chinese Taipei,838361,Shih-Hsiang Lin,673062,Jarryd Dale,1,チェンジアップ,ストライク（見逃し）,1,0,127.1,1,0,0,ストライク
788120,2026-03-05,Pool C,C,8,Australia,Chinese Taipei,838361,Shih-Hsiang Lin,673062,Jarryd Dale,2,チェンジアップ,ボール,1,1,132.9,0,0,0,ボール
788120,2026-03-05,Pool C,C,8,Australia,Chinese Taipei,838361,Shih-Hsiang Lin,673062,Jarryd Dale,3,直球,ファール,2,1,146.1,1,1,1,ファール
788120,2026-03-05,Pool C,C,8,Australia,Chinese Taipei,838361,Shih-Hsiang Lin,673062,Jarryd Dale,4,チェンジアップ,ボール,2,2,126.7,0,0,0,ボール
788120,2026-03-05,Pool C,C,8,Australia,Chinese Taipei,838361,Shih-Hsiang Lin,673062,Jarryd Dale,5,チェンジアップ,ボール,2,3,126.5,0,0,0,ボール
788120,2026-03-05,Pool C,C,8,Australia,Chinese Taipei,838361,Shih-Hsiang Lin,673062,Jarryd Dale,6,チェンジアップ,死球,2,3,126.5,0,0,0,ボール
788120,2026-03-05,Pool C,C,8,Australia,Chinese Taipei,838361,Shih-Hsiang Lin,678534,Rixon Wingrove,1,チェンジアップ,ボール,0,1,124.7,0,0,0,ボール
788120,2026-03-05,Pool C,C,8,Australia,Chinese Taipei,838361,Shih-Hsiang Lin,678534,Rixon Wingrove,2,チェンジアップ,インプレー,0,1,125.2,1,1,1,インプレー
788120,2026-03-05,Pool C,C,8,Australia,Chinese Taipei,838361,Shih-Hsiang Lin,564434,Robbie Perkins,1,チェンジアップ,ストライク（空振り）,1,0,124.7,1,1,0,ストライク
788120,2026-03-05,Pool C,C,8,Australia,Chinese Taipei,838361,Shih-Hsiang Lin,564434,Robbie Perkins,2,直球,ボール,1,1,144.5,0,0,0,ボール
788120,2026-03-05,Pool C,C,8,Australia,Chinese Taipei,838361,Shih-Hsiang Lin,564434,Robbie Perkins,3,チェンジアップ,ボール,1,2,126.7,0,0,0,ボール
788120,2026-03-05,Pool C,C,8,Australia,Chinese Taipei,838361,Shih-Hsiang Lin,564434,Robbie Perkins,4,チェンジアップ,インプレー,1,2,125.7,1,1,1,インプレー
788120,2026-03-05,Pool C,C,8,Australia,Chinese Taipei,838361,Shih-Hsiang Lin,678521,Chris Burke,1,チェンジアップ,ストライク（見逃し）,1,0,126.8,1,0,0,ストライク
788120,2026-03-05,Pool C,C,8,Australia,Chinese Taipei,838361,Shih-Hsiang Lin,678521,Chris Burke,2,直球,インプレー,1,0,145.0,1,1,1,インプレー
788120,2026-03-05,Pool C,C,9,Chinese Taipei,Australia,626943,Jon Kennedy,830723,Cheng-Hui Sung,1,チェンジアップ,ボール,0,1,130.8,0,0,0,ボール
788120,2026-03-05,Pool C,C,9,Chinese Taipei,Australia,626943,Jon Kennedy,830723,Cheng-Hui Sung,2,直球,インプレー,0,1,140.8,1,1,1,インプレー
788120,2026-03-05,Pool C,C,9,Chinese Taipei,Australia,626943,Jon Kennedy,644374,Yu Chang,1,チェンジアップ,ストライク（見逃し）,1,0,130.4,1,0,0,ストライク
788120,2026-03-05,Pool C,C,9,Chinese Taipei,Australia,626943,Jon Kennedy,644374,Yu Chang,2,チェンジアップ,ボール,1,1,131.5,0,0,0,ボール
788120,2026-03-05,Pool C,C,9,Chinese Taipei,Australia,626943,Jon Kennedy,644374,Yu Chang,3,直球,ファール,2,1,140.7,1,1,1,ファール
788120,2026-03-05,Pool C,C,9,Chinese Taipei,Australia,626943,Jon Kennedy,644374,Yu Chang,4,チェンジアップ,死球,2,1,130.8,0,0,0,ボール
788120,2026-03-05,Pool C,C,9,Chinese Taipei,Australia,626943,Jon Kennedy,644375,Kungkuan Giljegiljaw,1,チェンジアップ,ボール,0,1,131.3,0,0,0,ボール
788120,2026-03-05,Pool C,C,9,Chinese Taipei,Australia,626943,Jon Kennedy,644375,Kungkuan Giljegiljaw,2,直球,ボール,0,2,139.4,0,0,0,ボール
788120,2026-03-05,Pool C,C,9,Chinese Taipei,Australia,626943,Jon Kennedy,644375,Kungkuan Giljegiljaw,3,チェンジアップ,ストライク（見逃し）,1,2,130.8,1,0,0,ストライク
788120,2026-03-05,Pool C,C,9,Chinese Taipei,Australia,626943,Jon Kennedy,644375,Kungkuan Giljegiljaw,4,チェンジアップ,死球,1,2,130.4,0,0,0,ボール
788120,2026-03-05,Pool C,C,9,Chinese Taipei,Australia,626943,Jon Kennedy,670076,Lyle Lin,1,直球,ボール,0,1,141.0,0,0,0,ボール
788120,2026-03-05,Pool C,C,9,Chinese Taipei,Australia,626943,Jon Kennedy,670076,Lyle Lin,2,直球,インプレー,0,1,140.2,1,1,1,インプレー
788120,2026-03-05,Pool C,C,9,Chinese Taipei,Australia,626943,Jon Kennedy,839138,Cheng-Yu Chang,1,スライダー,ボール,0,1,128.7,0,0,0,ボール
788120,2026-03-05,Pool C,C,9,Chinese Taipei,Australia,626943,Jon Kennedy,839138,Cheng-Yu Chang,2,スライダー,ファール,1,1,131.2,1,1,1,ファール
788120,2026-03-05,Pool C,C,9,Chinese Taipei,Australia,626943,Jon Kennedy,839138,Cheng-Yu Chang,3,直球,インプレー,1,1,141.3,1,1,1,インプレー
788115,2026-03-05,Pool C,C,1,Czechia,Korea,808984,Hyeong Jun So,807160,Milan Prokop,1,ツーシーム,ファール,1,0,148.5,1,1,1,ファール
788115,2026-03-05,Pool C,C,1,Czechia,Korea,808984,Hyeong Jun So,807160,Milan Prokop,2,ツーシーム,ファール,2,0,149.5,1,1,1,ファール
788115,2026-03-05,Pool C,C,1,Czechia,Korea,808984,Hyeong Jun So,807160,Milan Prokop,3,カーブ,ボール,2,1,126.7,0,0,0,ボール
788115,2026-03-05,Pool C,C,1,Czechia,Korea,808984,Hyeong Jun So,807160,Milan Prokop,4,ツーシーム,ファール,2,1,149.5,1,1,1,ファール
788115,2026-03-05,Pool C,C,1,Czechia,Korea,808984,Hyeong Jun So,807160,Milan Prokop,5,カットボール,ファール,2,1,145.0,1,1,1,ファール
788115,2026-03-05,Pool C,C,1,Czechia,Korea,808984,Hyeong Jun So,807160,Milan Prokop,6,カットボール,ストライク（見逃し）,3,1,140.2,1,0,0,ストライク
788115,2026-03-05,Pool C,C,1,Czechia,Korea,808984,Hyeong Jun So,693975,Martin Cervinka,1,ツーシーム,ボール,0,1,148.7,0,0,0,ボール
788115,2026-03-05,Pool C,C,1,Czechia,Korea,808984,Hyeong Jun So,693975,Martin Cervinka,2,ツーシーム,死球,0,1,147.4,0,0,0,ボール
788115,2026-03-05,Pool C,C,1,Czechia,Korea,808984,Hyeong Jun So,679631,Terrin Vavra,1,チェンジアップ,ストライク（見逃し）,1,0,129.6,1,0,0,ストライク
788115,2026-03-05,Pool C,C,1,Czechia,Korea,808984,Hyeong Jun So,679631,Terrin Vavra,2,ツーシーム,ストライク（空振り）,2,0,145.8,1,1,0,ストライク
788115,2026-03-05,Pool C,C,1,Czechia,Korea,808984,Hyeong Jun So,679631,Terrin Vavra,3,ツーシーム,インプレー,2,0,147.4,1,1,1,インプレー
788115,2026-03-05,Pool C,C,1,Korea,Czechia,804607,Daniel Padysak,838339,Do Yeong Kim,1,直球,ストライク（見逃し）,1,0,146.4,1,0,0,ストライク
788115,2026-03-05,Pool C,C,1,Korea,Czechia,804607,Daniel Padysak,838339,Do Yeong Kim,2,スライダー,ボール,1,1,129.9,0,0,0,ボール
788115,2026-03-05,Pool C,C,1,Korea,Czechia,804607,Daniel Padysak,838339,Do Yeong Kim,3,スライダー,ボール,1,2,131.2,0,0,0,ボール
788115,2026-03-05,Pool C,C,1,Korea,Czechia,804607,Daniel Padysak,838339,Do Yeong Kim,4,直球,ボール,1,3,143.1,0,0,0,ボール
788115,2026-03-05,Pool C,C,1,Korea,Czechia,804607,Daniel Padysak,838339,Do Yeong Kim,5,直球,ボール,1,4,142.9,0,0,0,ボール
788115,2026-03-05,Pool C,C,1,Korea,Czechia,804607,Daniel Padysak,663330,Jahmai Jones,1,スライダー,インプレー,0,0,131.0,1,1,1,インプレー
788115,2026-03-05,Pool C,C,1,Korea,Czechia,804607,Daniel Padysak,808982,Jung Hoo Lee,1,カーブ,ボール,0,1,117.5,0,0,0,ボール
